name,team,season,count,id
Troy Deeney,watford-fc,2018,20,730
Tyias Browning,everton-fc,2016,3,731
Tyrone Mings,afc-bournemouth,2017,5,732
Tyrone Mings,afc-bournemouth,2018,3,732
Vadis Odjidja-Ofoe,norwich-city,2016,3,733
Valon Behrami,watford-fc,2016,14,734
Valon Behrami,watford-fc,2017,26,734
Victor Anichebe,sunderland-afc,2017,14,735
Victor Anichebe,west-bromwich-albion,2016,3,735
Victor LindelÃ¶f,manchester-united,2018,13,736
Victor Moses,chelsea-fc,2017,29,737
Victor Moses,chelsea-fc,2018,25,737
Victor Moses,west-ham-united,2016,13,737
Victor Wanyama,southampton-fc,2016,29,738
Victor Wanyama,tottenham-hotspur,2017,35,738
Victor Wanyama,tottenham-hotspur,2018,8,738
Viktor Fischer,middlesbrough-fc,2017,6,739
Vincent Janssen,tottenham-hotspur,2017,7,740
Vincent Kompany,manchester-city,2016,13,741
Vincent Kompany,manchester-city,2017,10,741
Vincent Kompany,manchester-city,2018,17,741
Virgil van Dijk,liverpool-fc,2018,14,742
Virgil van Dijk,southampton-fc,2016,34,742
Virgil van Dijk,southampton-fc,2017,21,742
Virgil van Dijk,southampton-fc,2018,11,742
Vito Mannone,sunderland-afc,2016,19,743
Vito Mannone,sunderland-afc,2017,9,743
Vurnon Anita,newcastle-united,2016,24,744
Wahbi Khazri,sunderland-afc,2016,13,745
Wahbi Khazri,sunderland-afc,2017,7,745
Wayne Hennessey,crystal-palace,2016,29,746
Wayne Hennessey,crystal-palace,2017,29,746
Wayne Hennessey,crystal-palace,2018,27,746
Wayne Rooney,everton-fc,2018,27,747
Wayne Rooney,manchester-united,2016,27,747
Wayne Rooney,manchester-united,2017,15,747
Wayne Routledge,swansea-city,2016,22,748
Wayne Routledge,swansea-city,2017,24,748
Wayne Routledge,swansea-city,2018,4,748
Wes Brown,sunderland-afc,2016,6,749
Wes Hoolahan,norwich-city,2016,25,750
Wes Morgan,leicester-city,2016,38,751
Wes Morgan,leicester-city,2017,27,751
Wes Morgan,leicester-city,2018,32,751
Wesley Hoedt,southampton-fc,2018,28,752
Wilfred Ndidi,leicester-city,2017,17,753
Wilfred Ndidi,leicester-city,2018,33,753
Wilfried Bony,manchester-city,2016,13,754
Wilfried Bony,stoke-city,2017,9,754
Wilfried Bony,swansea-city,2018,8,754
Wilfried Zaha,crystal-palace,2016,30,755
Wilfried Zaha,crystal-palace,2017,34,755
Wilfried Zaha,crystal-palace,2018,28,755
Will Hughes,watford-fc,2018,11,756
William Keane,hull-city,2017,4,757
Willy Caballero,chelsea-fc,2018,3,758
Willy Caballero,manchester-city,2016,3,758
Willy Caballero,manchester-city,2017,16,758
Winston Reid,west-ham-united,2016,24,759
Winston Reid,west-ham-united,2017,30,759
Winston Reid,west-ham-united,2018,17,759
Xherdan Shaqiri,stoke-city,2016,27,760
Xherdan Shaqiri,stoke-city,2017,21,760
Xherdan Shaqiri,stoke-city,2018,36,760
Yann M'Vila,sunderland-afc,2016,36,761
Yannick Bolasie,crystal-palace,2016,23,762
Yannick Bolasie,everton-fc,2017,12,762
Yannick Bolasie,everton-fc,2018,11,762
Yaya TourÃ©,manchester-city,2016,28,763
Yaya TourÃ©,manchester-city,2017,22,763
Yaya TourÃ©,manchester-city,2018,1,763
Yoan Gouffran,newcastle-united,2016,2,764
Yohan Benalouane,leicester-city,2017,11,765
Yohan Benalouane,leicester-city,2018,1,765
Yohan Cabaye,crystal-palace,2016,32,766
Yohan Cabaye,crystal-palace,2017,25,766
Yohan Cabaye,crystal-palace,2018,28,766
YounÃ¨s Kaboul,sunderland-afc,2016,22,767
YounÃ¨s Kaboul,sunderland-afc,2017,1,767
YounÃ¨s Kaboul,watford-fc,2017,22,767
YounÃ¨s Kaboul,watford-fc,2018,2,767
Youssuf Mulumbu,norwich-city,2016,5,768
Zlatan IbrahimoviÄ,manchester-united,2017,27,769
Zlatan IbrahimoviÄ,manchester-united,2018,1,769
ÃdÃ¡m BogdÃ¡n,liverpool-fc,2016,2,770
Ãrik Lamela,tottenham-hotspur,2016,28,771
Ãrik Lamela,tottenham-hotspur,2017,6,771
Ãrik Lamela,tottenham-hotspur,2018,7,771
Ãtienne Capoue,watford-fc,2016,33,772
Ãtienne Capoue,watford-fc,2017,37,772
Ãtienne Capoue,watford-fc,2018,18,772
Ä°lkay GÃ¼ndoÄan,manchester-city,2017,9,773
Ä°lkay GÃ¼ndoÄan,manchester-city,2018,15,773
Åukasz FabiaÅski,swansea-city,2016,37,774
Åukasz FabiaÅski,swansea-city,2017,37,774
Åukasz FabiaÅski,swansea-city,2018,38,774
